human_input	human_symbol	human_gene_id	input_match	zebrafish_symbol	zebrafish_gene_id	relationship	n_zebrafish_orthologs	status
CACNA1A	CACNA1A	773	official_symbol				0	no_zebrafish_ortholog
CACNA1B	CACNA1B	774	official_symbol				0	no_zebrafish_ortholog
CACNA1E	CACNA1E	777	official_symbol	cacna1ea	564274	Ortholog	1	mapped
CACNA1G	CACNA1G	8913	official_symbol	cacna1g	563904	Ortholog	1	mapped
CACNA2D1	CACNA2D1	781	official_symbol	cacna2d1	101882457	Ortholog	1	mapped
CADM3	CADM3	57863	official_symbol	cadm3	692273	Ortholog	1	mapped
CAMLG	CAMLG	819	official_symbol	camlg	404622	Ortholog	1	mapped
CAPN1	CAPN1	823	official_symbol	capn1	406768	Ortholog	1	mapped
CAPRIN1	CAPRIN1	4076	official_symbol	caprin1b	406341	Ortholog	1	mapped
CASK	CASK	8573	official_symbol	caska	259195	Ortholog	1	mapped
CASP2	CASP2	835	official_symbol	casp2	373118	Ortholog	1	mapped
CASR	CASR	846	official_symbol	casr	560607	Ortholog	1	mapped
CBL	CBL	867	official_symbol	cbl	492364	Ortholog	1	mapped
CCDC141	CCDC141	285025	official_symbol	ccdc141	553274	Ortholog	1	mapped
CCM2	CCM2	83605	official_symbol	ccm2	436586	Ortholog	1	mapped
CCN2	CCN2	1490	official_symbol	ccn2a	321449	Ortholog	1	mapped
CCN6	CCN6	8838	official_symbol	ccn6	794092	Ortholog	1	mapped
CCND1	CCND1	595	official_symbol	ccnd1	30222	Ortholog	1	mapped
CCNF	CCNF	899	official_symbol	ccnf	266981	Ortholog	1	mapped
CCR6	CCR6	1235	official_symbol	ccr6a	558616	Ortholog	1	mapped
CD59	CD59	966	official_symbol	cd59a	567192	Ortholog	1	mapped
CDC73	CDC73	79577	official_symbol	cdc73	393319	Ortholog	1	mapped
CDH23	CDH23	64072	official_symbol	cdh23	407978	Ortholog	1	mapped
CDK19	CDK19	23097	official_symbol	cdk19	100149670	Ortholog	1	mapped
CDKL5	CDKL5	6792	official_symbol	cdkl5	559341	Ortholog	1	mapped
CDKN2A	CDKN2A	1029	official_symbol				0	no_zebrafish_ortholog
CELF2	CELF2	10659	official_symbol	celf2	373117	Ortholog	1	mapped
CEP126	CEP126	57562	official_symbol	cep126	561486	Ortholog	1	mapped
CFAP410	CFAP410	755	official_symbol	cfap410	100537391	Ortholog	1	mapped
CHD7	CHD7	55636	official_symbol	chd7	569471	Ortholog	1	mapped
CHMP2B	CHMP2B	25978	official_symbol				0	no_zebrafish_ortholog
CHP1	CHP1	11261	official_symbol				0	no_zebrafish_ortholog
CHST14	CHST14	113189	official_symbol	chst14	404732	Ortholog	1	mapped
CIAO1	CIAO1	9391	official_symbol	ciao1	795104	Ortholog	1	mapped
CLCN1	CLCN1	1180	official_symbol				0	no_zebrafish_ortholog
CLCN2	CLCN2	1181	official_symbol	clcn2b	100333644	Ortholog	1	mapped
CLCN7	CLCN7	1186	official_symbol	clcn7	553351	Ortholog	1	mapped
CLCNKA	CLCNKA	1187	official_symbol	clcnk	393353	Ortholog	1	mapped
CLCNKB	CLCNKB	1188	official_symbol				0	no_zebrafish_ortholog
CLDN16	CLDN16	10686	official_symbol				0	no_zebrafish_ortholog
CLP1	CLP1	10978	official_symbol	clp1	565621	Ortholog	1	mapped
CLTC	CLTC	1213	official_symbol				0	no_zebrafish_ortholog
CNKSR2	CNKSR2	22866	official_symbol				0	no_zebrafish_ortholog
CNNM2	CNNM2	54805	official_symbol				0	no_zebrafish_ortholog
CNOT1	CNOT1	23019	official_symbol	cnot1	448949	Ortholog	1	mapped
CNTN1	CNTN1	1272	official_symbol				0	no_zebrafish_ortholog
COA7	COA7	65260	official_symbol	coa7	555268	Ortholog	1	mapped
COG8	COG8	84342	official_symbol	cog8	541379	Ortholog	1	mapped
COL1A1	COL1A1	1277	official_symbol				0	no_zebrafish_ortholog
COL1A2	COL1A2	1278	official_symbol	col1a2	336471	Ortholog	1	mapped
COL25A1	COL25A1	84570	official_symbol	col25a1	101882764	Ortholog	1	mapped
COL4A1	COL4A1	1282	official_symbol	col4a1	554269	Ortholog	1	mapped
COL5A1	COL5A1	1289	official_symbol	col5a1	100334431	Ortholog	1	mapped
COL5A2	COL5A2	1290	official_symbol	col5a2b	100006366	Ortholog	1	mapped
COL9A1	COL9A1	1297	official_symbol				0	no_zebrafish_ortholog
COL9A2	COL9A2	1298	official_symbol	col9a2	321212	Ortholog	1	mapped
COL9A3	COL9A3	1299	official_symbol	col9a3	567110	Ortholog	1	mapped
COQ2	COQ2	27235	official_symbol	coq2	100037331	Ortholog	1	mapped
COQ6	COQ6	51004	official_symbol	coq6	751691	Ortholog	1	mapped
COQ8A	COQ8A	56997	official_symbol	coq8aa	437001	Ortholog	1	mapped
COX6A1	COX6A1	1337	official_symbol	cox6a1	335774	Ortholog	1	mapped
CPLANE1	CPLANE1	65250	official_symbol	cplane1	792625	Ortholog	1	mapped
CPLX1	CPLX1	10815	official_symbol	cplx1	563082	Ortholog	1	mapped
CPOX	CPOX	1371	official_symbol	cpox	321294	Ortholog	1	mapped
CPT1A	CPT1A	1374	official_symbol				0	no_zebrafish_ortholog
CPT1C	CPT1C	126129	official_symbol				0	no_zebrafish_ortholog
CRLF1	CRLF1	9244	official_symbol				0	no_zebrafish_ortholog
CRPPA	CRPPA	729920	official_symbol	crppa	798716	Ortholog	1	mapped
CYFIP2	CYFIP2	26999	official_symbol	cyfip2	100002872	Ortholog	1	mapped
CYP11B1	CYP11B1	1584	official_symbol				0	no_zebrafish_ortholog
CYP11B2	CYP11B2	1585	official_symbol				0	no_zebrafish_ortholog
CYP27B1	CYP27B1	1594	official_symbol	cyp27b1	793309	Ortholog	1	mapped
CYP2R1	CYP2R1	120227	official_symbol	cyp2r1	563369	Ortholog	1	mapped
CYP7B1	CYP7B1	9420	official_symbol				0	no_zebrafish_ortholog
D2HGDH	D2HGDH	728294	official_symbol	d2hgdh	565889	Ortholog	1	mapped
DALRD3	DALRD3	55152	official_symbol	dalrd3	571036	Ortholog	1	mapped
DAO	DAO	1610	official_symbol	dao.1	619259	Ortholog	1	mapped
DARS2	DARS2	55157	official_symbol	dars2	571144	Ortholog	1	mapped
DCAF8	DCAF8	50717	official_symbol	dcaf8	100007924	Ortholog	1	mapped
DCC	DCC	1630	official_symbol	dcc	569360	Ortholog	1	mapped
DCTN1	DCTN1	1639	official_symbol				0	no_zebrafish_ortholog
DDC	DDC	1644	official_symbol	ddc	406651	Ortholog	1	mapped
DDHD1	DDHD1	80821	official_symbol	ddhd1b	570320	Ortholog	1	mapped
DDHD2	DDHD2	23259	official_symbol	ddhd2	100321082	Ortholog	1	mapped
DEPDC5	DEPDC5	9681	official_symbol	depdc5	562995	Ortholog	1	mapped
DHDDS	DHDDS	79947	official_symbol	dhdds	406468	Ortholog	1	mapped
DHFR	DHFR	1719	official_symbol	dhfr	81882	Ortholog	1	mapped
DHH	DHH	50846	official_symbol				0	no_zebrafish_ortholog
DHTKD1	DHTKD1	55526	official_symbol	dhtkd1	494076	Ortholog	1	mapped
DKK1	DKK1	22943	official_symbol	dkk1b	30197	Ortholog	1	mapped
DLL4	DLL4	54567	official_symbol	dll4	563920	Ortholog	1	mapped
DMP1	DMP1	1758	official_symbol				0	no_zebrafish_ortholog
DMXL2	DMXL2	23312	official_symbol	dmxl2	378958	Ortholog	1	mapped
DNAJB2	DNAJB2	3300	official_symbol	dnajb2	561686	Ortholog	1	mapped
DNAJB4	DNAJB4	11080	official_symbol	dnajb4	445061	Ortholog	1	mapped
DNAJC19	DNAJC19	131118	official_symbol	dnajc19	393734	Ortholog	1	mapped
DNM1	DNM1	1759	official_symbol	dnm1a	100307098	Ortholog	1	mapped
DNM2	DNM2	1785	official_symbol	dnm2a	559334	Ortholog	1	mapped
DNMT1	DNMT1	1786	official_symbol	dnmt1	30430	Ortholog	1	mapped
DNMT3B	DNMT3B	1789	official_symbol				0	no_zebrafish_ortholog
DOK7	DOK7	285489	official_symbol	dok7b	557881	Ortholog	1	mapped
DOLK	DOLK	22845	official_symbol	dolk	799960	Ortholog	1	mapped
DPAGT1	DPAGT1	1798	official_symbol	dpagt1	566539	Ortholog	1	mapped
DPM2	DPM2	8818	official_symbol	dpm2	796295	Ortholog	1	mapped
DSE	DSE	29940	official_symbol	dse	568713	Ortholog	1	mapped
DSTYK	DSTYK	25778	official_symbol	dstyk	402922	Ortholog	1	mapped
DUSP6	DUSP6	1848	official_symbol	dusp6	353314	Ortholog	1	mapped
DUX4	DUX4	100288687	official_symbol				0	no_zebrafish_ortholog
DUX4L1	DUX4L1	22947	official_symbol				0	no_zebrafish_ortholog
DYM	DYM	54808	official_symbol	dym	572325	Ortholog	1	mapped
DYNC1H1	DYNC1H1	1778	official_symbol	dync1h1	335110	Ortholog	1	mapped
EBF3	EBF3	253738	official_symbol	ebf3a	567751	Ortholog	1	mapped
EEF1A2	EEF1A2	1917	official_symbol				0	no_zebrafish_ortholog
EEF1D	EEF1D	1936	official_symbol	eef1db	560745	Ortholog	1	mapped
EHHADH	EHHADH	1962	official_symbol	ehhadh	100000859	Ortholog	1	mapped
EIF2AK3	EIF2AK3	9451	official_symbol	eif2ak3	559564	Ortholog	1	mapped
EIF2B2	EIF2B2	8892	official_symbol	eif2b2	405839	Ortholog	1	mapped
EIF2B3	EIF2B3	8891	official_symbol	eif2b3	394049	Ortholog	1	mapped
ELOVL5	ELOVL5	60481	official_symbol	elovl5	393425	Ortholog	1	mapped
ELP2	ELP2	55250	official_symbol	elp2	560338	Ortholog	1	mapped
EMILIN1	EMILIN1	11117	official_symbol	emilin1b	751598	Ortholog	1	mapped
ENPP1	ENPP1	5167	official_symbol	enpp1	562399	Ortholog	1	mapped
EPB42	EPB42	2038	official_symbol				0	no_zebrafish_ortholog
ERBB4	ERBB4	2066	official_symbol	erbb4b	569836	Ortholog	1	mapped
ERCC6	ERCC6	2074	official_symbol	ercc6	560477	Ortholog	1	mapped
ERCC8	ERCC8	1161	official_symbol	ercc8	449811	Ortholog	1	mapped
ERGIC1	ERGIC1	57222	official_symbol	ergic1	567774	Ortholog	1	mapped
ERLIN2	ERLIN2	11160	official_symbol				0	no_zebrafish_ortholog
ESAM	ESAM	90952	official_symbol				0	no_zebrafish_ortholog
ETFA	ETFA	2108	official_symbol	etfa	325724	Ortholog	1	mapped
ETFB	ETFB	2109	official_symbol	etfb	406271	Ortholog	1	mapped
ETFDH	ETFDH	2110	official_symbol	etfdh	447859	Ortholog	1	mapped
EXOC8	EXOC8	149371	official_symbol	exoc8	568029	Ortholog	1	mapped
EXOSC3	EXOSC3	51010	official_symbol	exosc3	565000	Ortholog	1	mapped
EXOSC5	EXOSC5	56915	official_symbol	exosc5	751632	Ortholog	1	mapped
EXOSC8	EXOSC8	11340	official_symbol	exosc8	323016	Ortholog	1	mapped
EXOSC9	EXOSC9	5393	official_symbol	exosc9	450057	Ortholog	1	mapped
EXTL3	EXTL3	2137	official_symbol	extl3	493783	Ortholog	1	mapped
EYA1	EYA1	2138	official_symbol	eya1	30436	Ortholog	1	mapped
FA2H	FA2H	79152	official_symbol	fa2h	792257	Ortholog	1	mapped
FAM111B	FAM111B	374393	official_symbol				0	no_zebrafish_ortholog
FBLN5	FBLN5	10516	official_symbol	fbln5	449806	Ortholog	1	mapped
FBN1	FBN1	2200	official_symbol	fbn1	100330961	Ortholog	1	mapped
FBXO28	FBXO28	23219	official_symbol	fbxo28	556288	Ortholog	1	mapped
FBXO38	FBXO38	81545	official_symbol	fbxo38	799091	Ortholog	1	mapped
FEZF1	FEZF1	389549	official_symbol	fezf1	558801	Ortholog	1	mapped
FGD4	FGD4	121512	official_symbol				0	no_zebrafish_ortholog
FGF12	FGF12	2257	official_symbol	fgf12a	777735	Ortholog	1	mapped
FGF17	FGF17	8822	official_symbol				0	no_zebrafish_ortholog
FGF23	FGF23	8074	official_symbol	fgf23	494456	Ortholog	1	mapped
FGF8	FGF8	2253	official_symbol				0	no_zebrafish_ortholog
FGFR1	FGFR1	2260	official_symbol				0	no_zebrafish_ortholog
FICD	FICD	11153	official_symbol	ficd	334648	Ortholog	1	mapped
FIG4	FIG4	9896	official_symbol	fig4a	100334605	Ortholog	1	mapped
FILIP1	FILIP1	27145	official_symbol	filip1b	101883460	Ortholog	1	mapped
FIP1L1	FIP1L1	81608	official_symbol	fip1l1a	561900	Ortholog	1	mapped
FKBP14	FKBP14	55033	official_symbol	fkbp14	445077	Ortholog	1	mapped
FLI1	FLI1	2313	official_symbol	fli1	30619	Ortholog	1	mapped
FLRT3	FLRT3	23767	official_symbol	flrt3	558864	Ortholog	1	mapped
FLVCR1	FLVCR1	28982	official_symbol	flvcr1	562595	Ortholog	1	mapped
FMR1	FMR1	2332	official_symbol	fmr1	259191	Ortholog	1	mapped
FOXC2	FOXC2	2303	official_symbol				0	no_zebrafish_ortholog
FOXE1	FOXE1	2304	official_symbol	foxe1	567676	Ortholog	1	mapped
FOXG1	FOXG1	2290	official_symbol	foxg1a	30274	Ortholog	1	mapped
FRG1	FRG1	2483	official_symbol	frg1	550491	Ortholog	1	mapped
FUCA1	FUCA1	2517	official_symbol				0	no_zebrafish_ortholog
FXN	FXN	2395	official_symbol	fxn	556389	Ortholog	1	mapped
FXYD2	FXYD2	486	official_symbol				0	no_zebrafish_ortholog
FZR1	FZR1	51343	official_symbol	fzr1a	393223	Ortholog	1	mapped
GABBR2	GABBR2	9568	official_symbol	gabbr2	560267	Ortholog	1	mapped
GABRA2	GABRA2	2555	official_symbol				0	no_zebrafish_ortholog
GABRA3	GABRA3	2556	official_symbol				0	no_zebrafish_ortholog
GABRA5	GABRA5	2558	official_symbol	gabra5	799124	Ortholog	1	mapped
GABRB2	GABRB2	2561	official_symbol				0	no_zebrafish_ortholog
GABRG2	GABRG2	2566	official_symbol	gabrg2	553402	Ortholog	1	mapped
GALC	GALC	2581	official_symbol				0	no_zebrafish_ortholog
GAN	GAN	8139	official_symbol	gan	100537435	Ortholog	1	mapped
GATM	GATM	2628	official_symbol	gatm	266799	Ortholog	1	mapped
GBA2	GBA2	57704	official_symbol	gba2	559240	Ortholog	1	mapped
GBE1	GBE1	2632	official_symbol				0	no_zebrafish_ortholog
GBF1	GBF1	8729	official_symbol	gbf1	566350	Ortholog	1	mapped
GCH1	GCH1	2643	official_symbol	gch1	100192219	Ortholog	1	mapped
GCK	GCK	2645	official_symbol	gck	751668	Ortholog	1	mapped
GDAP1	GDAP1	54332	official_symbol	gdap1	553702	Ortholog	1	mapped
GEMIN4	GEMIN4	50628	official_symbol	gemin4	324754	Ortholog	1	mapped
GFAP	GFAP	2670	official_symbol	gfap	30646	Ortholog	1	mapped
GJA1	GJA1	2697	official_symbol				0	no_zebrafish_ortholog
GJB1	GJB1	2705	official_symbol				0	no_zebrafish_ortholog
GJC2	GJC2	57165	official_symbol	gjc2	447835	Ortholog	1	mapped
GLE1	GLE1	2733	official_symbol	gle1	445408	Ortholog	1	mapped
GLT8D1	GLT8D1	55830	official_symbol	glt8d1	492466	Ortholog	1	mapped
GM2A	GM2A	2760	official_symbol	gm2a	550529	Ortholog	1	mapped
GMPPB	GMPPB	29925	official_symbol	gmppb	445097	Ortholog	1	mapped
GNA11	GNA11	2767	official_symbol				0	no_zebrafish_ortholog
GNAO1	GNAO1	2775	official_symbol	gnao1a	393760	Ortholog	1	mapped
GNB1	GNB1	2782	official_symbol	gnb1a	322104	Ortholog	1	mapped
GNB2	GNB2	2783	official_symbol	gnb2	541370	Ortholog	1	mapped
GNB4	GNB4	59345	official_symbol				0	no_zebrafish_ortholog
GNB5	GNB5	10681	official_symbol	gnb5b	393719	Ortholog	1	mapped
GNPTAB	GNPTAB	79158	official_symbol	gnptab	553365	Ortholog	1	mapped
GOSR2	GOSR2	9570	official_symbol	gosr2	324569	Ortholog	1	mapped
GPHN	GPHN	10243	official_symbol				0	no_zebrafish_ortholog
GPI	GPI	2821	official_symbol	gpib	246095	Ortholog	1	mapped
GRIA3	GRIA3	2892	official_symbol	gria3b	368416	Ortholog	1	mapped
GRIN1	GRIN1	2902	official_symbol				0	no_zebrafish_ortholog
GRIN2A	GRIN2A	2903	official_symbol	grin2aa	563297	Ortholog	1	mapped
GRIN2D	GRIN2D	2906	official_symbol				0	no_zebrafish_ortholog
GRM7	GRM7	2917	official_symbol				0	no_zebrafish_ortholog
GSN	GSN	2934	official_symbol				0	no_zebrafish_ortholog
GTPBP2	GTPBP2	54676	official_symbol	gtpbp2a	799373	Ortholog	1	mapped
HADHA	HADHA	3030	official_symbol				0	no_zebrafish_ortholog
HADHB	HADHB	3032	official_symbol	hadhb	336606	Ortholog	1	mapped
HAMP	HAMP	57817	official_symbol	hamp	402837	Ortholog	1	mapped
HARS1	HARS1	3035	official_symbol	hars	447847	Ortholog	1	mapped
HCN1	HCN1	348980	official_symbol				0	no_zebrafish_ortholog
HESX1	HESX1	8820	official_symbol	hesx1	30620	Ortholog	1	mapped
HEXA	HEXA	3073	official_symbol	hexa	550460	Ortholog	1	mapped
HFE	HFE	3077	official_symbol				0	no_zebrafish_ortholog
HINT1	HINT1	3094	official_symbol	hint1	449551	Ortholog	1	mapped
HIVEP2	HIVEP2	3097	official_symbol	hivep2a	562048	Ortholog	1	mapped
HJV	HJV	148738	official_symbol	hjv	321932	Ortholog	1	mapped
HK1	HK1	3098	official_symbol	hk1	406791	Ortholog	1	mapped
HLA-B	HLA-B	3106	official_symbol				0	no_zebrafish_ortholog
HLA-DQB1	HLA-DQB1	3119	official_symbol				0	no_zebrafish_ortholog
HLA-DRB1	HLA-DRB1	3123	official_symbol				0	no_zebrafish_ortholog
HMBS	HMBS	3145	official_symbol				0	no_zebrafish_ortholog
HMGCR	HMGCR	3156	official_symbol	hmgcra	559054	Ortholog	1	mapped
HNRNPDL	HNRNPDL	9987	official_symbol	hnrnpdl	406701	Ortholog	1	mapped
HOXB1	HOXB1	3211	official_symbol	hoxb1a	30337	Ortholog	1	mapped
HPRT1	HPRT1	3251	official_symbol	hprt1	406259	Ortholog	1	mapped
HS6ST1	HS6ST1	9394	official_symbol				0	no_zebrafish_ortholog
HSPB1	HSPB1	3315	official_symbol	hspb1	368243	Ortholog	1	mapped
HSPB3	HSPB3	8988	official_symbol	hspb3	568180	Ortholog	1	mapped
HSPD1	HSPD1	3329	official_symbol	hspd1	282676	Ortholog	1	mapped
HSPG2	HSPG2	3339	official_symbol	hspg2	565429	Ortholog	1	mapped
HTT	HTT	3064	official_symbol	htt	30214	Ortholog	1	mapped
HYCC1	HYCC1	84668	official_symbol	hycc1	402926	Ortholog	1	mapped
IFT140	IFT140	9742	official_symbol	ift140	553213	Ortholog	1	mapped
IGHMBP2	IGHMBP2	3508	official_symbol	ighmbp2	556484	Ortholog	1	mapped
IL12B	IL12B	3593	official_symbol	il12ba	445373	Ortholog	1	mapped
IL17RD	IL17RD	54756	official_symbol	il17rd	171474	Ortholog	1	mapped
IMPDH2	IMPDH2	3615	official_symbol	impdh2	317745	Ortholog	1	mapped
INF2	INF2	64423	official_symbol	inf2	141378492	Ortholog	1	mapped
INPP5E	INPP5E	56623	official_symbol	inpp5e	606579	Ortholog	1	mapped
INPP5K	INPP5K	51763	official_symbol				0	no_zebrafish_ortholog
IRAK1	IRAK1	3654	official_symbol	irak1	569226	Ortholog	1	mapped
IREB2	IREB2	3658	official_symbol	ireb2	652982	Ortholog	1	mapped
IRF2BP2	IRF2BP2	359948	official_symbol	irf2bp2a	335866	Ortholog	1	mapped
IRF4	IRF4	3662	official_symbol				0	no_zebrafish_ortholog
IRF5	IRF5	3663	official_symbol	irf5	405811	Ortholog	1	mapped
ITGB4	ITGB4	3691	official_symbol	itgb4	335269	Ortholog	1	mapped
ITPR1	ITPR1	3708	official_symbol				0	no_zebrafish_ortholog
ITPR3	ITPR3	3710	official_symbol	itpr3	794666	Ortholog	1	mapped
JAG1	JAG1	182	official_symbol	jag1b	140423	Ortholog	1	mapped
JPH1	JPH1	56704	official_symbol	jph1b	556485	Ortholog	1	mapped
KCNA1	KCNA1	3736	official_symbol				0	no_zebrafish_ortholog
KCNA2	KCNA2	3737	official_symbol				0	no_zebrafish_ortholog
KCNB1	KCNB1	3745	official_symbol	kcnb1	555284	Ortholog	1	mapped
KCNC2	KCNC2	3747	official_symbol	kcnc2	100037377	Ortholog	1	mapped
KCNE3	KCNE3	10008	official_symbol				0	no_zebrafish_ortholog
KCNH5	KCNH5	27133	official_symbol	kcnh5b	100331767	Ortholog	1	mapped
KCNJ1	KCNJ1	3758	official_symbol				0	no_zebrafish_ortholog
KCNJ10	KCNJ10	3766	official_symbol				0	no_zebrafish_ortholog
KCNJ11	KCNJ11	3767	official_symbol	kcnj11	664687	Ortholog	1	mapped
KCNJ18	KCNJ18	100134444	official_symbol				0	no_zebrafish_ortholog
KCNJ5	KCNJ5	3762	official_symbol	kcnj5	571888	Ortholog	1	mapped
KCNK9	KCNK9	51305	official_symbol	kcnk9	799704	Ortholog	1	mapped
KDM1A	KDM1A	23028	official_symbol	kdm1a	558450	Ortholog	1	mapped
KIF1A	KIF1A	547	official_symbol				0	no_zebrafish_ortholog
KIF1B	KIF1B	23095	official_symbol	kif1b	369190	Ortholog	1	mapped
KLC4	KLC4	89953	official_symbol	klc1b	335499	Ortholog	1	mapped
KLHL24	KLHL24	54800	official_symbol	klhl24a	768198	Ortholog	1	mapped
KLHL9	KLHL9	55958	official_symbol				0	no_zebrafish_ortholog
KMT2D	KMT2D	8085	official_symbol	kmt2d	100536523	Ortholog	1	mapped
KPNA3	KPNA3	3839	official_symbol	kpna3	368640	Ortholog	1	mapped
KRAS	KRAS	3845	official_symbol	kras	445289	Ortholog	1	mapped
KRIT1	KRIT1	889	official_symbol	krit1	321836	Ortholog	1	mapped
L1CAM	L1CAM	3897	official_symbol				0	no_zebrafish_ortholog
LAMP2	LAMP2	3920	official_symbol	lamp2	541406	Ortholog	1	mapped
LBR	LBR	3930	official_symbol	lbr	368360	Ortholog	1	mapped
LGI4	LGI4	163175	official_symbol				0	no_zebrafish_ortholog
LIMS2	LIMS2	55679	official_symbol				0	no_zebrafish_ortholog
LIPE	LIPE	3991	official_symbol	lipeb	557893	Ortholog	1	mapped
LITAF	LITAF	9516	official_symbol				0	no_zebrafish_ortholog
LMNB1	LMNB1	4001	official_symbol	lmnb1	195816	Ortholog	1	mapped
LRIF1	LRIF1	55791	official_symbol	lrif1	560890	Ortholog	1	mapped
LRP5	LRP5	4041	official_symbol	lrp5	568518	Ortholog	1	mapped
LRSAM1	LRSAM1	90678	official_symbol	lrsam1	562066	Ortholog	1	mapped
LTBP4	LTBP4	8425	official_symbol	ltbp4	100333499	Ortholog	1	mapped
LYST	LYST	1130	official_symbol	lyst	100150726	Ortholog	1	mapped
LZTR1	LZTR1	8216	official_symbol	lztr1	792832	Ortholog	1	mapped
MAN2B2	MAN2B2	23324	official_symbol	man2b2	100003570	Ortholog	1	mapped
MAP2K2	MAP2K2	5605	official_symbol	map2k2a	563181	Ortholog	1	mapped
MAPT	MAPT	4137	official_symbol				0	no_zebrafish_ortholog
MARS1	MARS1	4141	official_symbol	mars1	338183	Ortholog	1	mapped
MCM3AP	MCM3AP	8888	official_symbol	mcm3ap	436589	Ortholog	1	mapped
MDH2	MDH2	4191	official_symbol	mdh2	406405	Ortholog	1	mapped
MED25	MED25	81857	official_symbol	med25	406793	Ortholog	1	mapped
MEN1	MEN1	4221	official_symbol	men1	30130	Ortholog	1	mapped
MFSD2A	MFSD2A	84879	official_symbol	mfsd2ab	445176	Ortholog	1	mapped
MICOS13	MICOS13	125988	official_symbol	micos13	558738	Ortholog	1	mapped
MINPP1	MINPP1	9562	official_symbol	minpp1b	394075	Ortholog	1	mapped
MLX	MLX	6945	official_symbol	mlx	554119	Ortholog	1	mapped
MME	MME	4311	official_symbol				0	no_zebrafish_ortholog
MMUT	MMUT	4594	official_symbol	mmut	569581	Ortholog	1	mapped
MORC2	MORC2	22880	official_symbol	morc2	445488	Ortholog	1	mapped
MPZ	MPZ	4359	official_symbol	mpz	114417	Ortholog	1	mapped
MRAS	MRAS	22808	official_symbol				0	no_zebrafish_ortholog
MRPS2	MRPS2	51116	official_symbol	mrps2	791211	Ortholog	1	mapped
MT-ATP8			not_found				0	human_gene_not_found
MT-TI			not_found				0	human_gene_not_found
MT-TP			not_found				0	human_gene_not_found
MTAP	MTAP	4507	official_symbol	mtap	393526	Ortholog	1	mapped
MTHFR	MTHFR	4524	official_symbol	mthfr	567547	Ortholog	1	mapped
MTMR14	MTMR14	64419	official_symbol	mtmr14	323929	Ortholog	1	mapped
MTMR2	MTMR2	8898	official_symbol	mtmr2	30644	Ortholog	1	mapped
MTTP	MTTP	4547	official_symbol	mttp	406207	Ortholog	1	mapped
MYBPC1	MYBPC1	4604	official_symbol	mybpc1	492356	Ortholog	1	mapped
NAA80	NAA80	24142	official_symbol	naa80	101886319	Ortholog	1	mapped
NABP1	NABP1	64859	official_symbol	nabp1a	494100	Ortholog	1	mapped
NACC1	NACC1	112939	official_symbol				0	no_zebrafish_ortholog
NADK2	NADK2	133686	official_symbol	nadk2	445071	Ortholog	1	mapped
NAGA	NAGA	4668	official_symbol	naga	560778	Ortholog	1	mapped
NAGLU	NAGLU	4669	official_symbol	naglu	560126	Ortholog	1	mapped
NBN	NBN	4683	official_symbol	nbn	544655	Ortholog	1	mapped
NDE1	NDE1	54820	official_symbol	nde1	566146	Ortholog	1	mapped
NDNF	NDNF	79625	official_symbol	ndnf	561437	Ortholog	1	mapped
NDP	NDP	4693	official_symbol	ndp	100003793	Ortholog	1	mapped
NDRG1	NDRG1	10397	official_symbol	ndrg1b	393665	Ortholog	1	mapped
NECAP1	NECAP1	25977	official_symbol	necap1	393695	Ortholog	1	mapped
NEFL	NEFL	4747	official_symbol				0	no_zebrafish_ortholog
NEK1	NEK1	4750	official_symbol	nek1	556002	Ortholog	1	mapped
NEU1	NEU1	4758	official_symbol	neu1	559850	Ortholog	1	mapped
NEUROD2	NEUROD2	4761	official_symbol	neurod2	114435	Ortholog	1	mapped
NF2	NF2	4771	official_symbol	nf2a	561184	Ortholog	1	mapped
NFE2L2	NFE2L2	4780	official_symbol	nfe2l2a	360149	Ortholog	1	mapped
NGLY1	NGLY1	55768	official_symbol	ngly1	553627	Ortholog	1	mapped
NIPA1	NIPA1	123606	official_symbol	nipa1	450042	Ortholog	1	mapped
NKX2-1	NKX2-1	7080	official_symbol	nkx2-1	81883	Ortholog	1	mapped
NKX2-5	NKX2-5	1482	official_symbol	nkx2-5	30696	Ortholog	1	mapped
NOD2	NOD2	64127	official_symbol	nod2	777696	Ortholog	1	mapped
NONO	NONO	4841	official_symbol	nono	321994	Ortholog	1	mapped
NOP56	NOP56	10528	official_symbol	nop56	394196	Ortholog	1	mapped
NPM1	NPM1	4869	official_symbol				0	no_zebrafish_ortholog
NR3C1	NR3C1	2908	official_symbol	nr3c1	553740	Ortholog	1	mapped
NR4A2	NR4A2	4929	official_symbol	nr4a2b	436679	Ortholog	1	mapped
NRAS	NRAS	4893	official_symbol	nras	30380	Ortholog	1	mapped
NTNG2	NTNG2	84628	official_symbol	ntng2a	560014	Ortholog	1	mapped
NTRK2	NTRK2	4915	official_symbol	ntrk2a	65090	Ortholog	1	mapped
NUMA1	NUMA1	4926	official_symbol	numa1	572344	Ortholog	1	mapped
NUP54	NUP54	53371	official_symbol	nup54	335750	Ortholog	1	mapped
NUP62	NUP62	23636	official_symbol				0	no_zebrafish_ortholog
NUS1	NUS1	116150	official_symbol	nus1	436629	Ortholog	1	mapped
NUTM2B-AS1	NUTM2B-AS1	101060691	official_symbol				0	no_zebrafish_ortholog
OAT	OAT	4942	official_symbol	oat	572518	Ortholog	1	mapped
