human_input	human_symbol	human_gene_id	input_match	zebrafish_symbol	zebrafish_gene_id	relationship	n_zebrafish_orthologs	status
APOE	APOE	348	official_symbol	apoeb	30314	Ortholog	1	mapped
APOL2	APOL2	23780	official_symbol				0	no_zebrafish_ortholog
APOL3	APOL3	80833	official_symbol				0	no_zebrafish_ortholog
APP	APP	351	official_symbol	appa	58083	Ortholog	1	mapped
AREL1	AREL1	9870	official_symbol	arel1	100332031	Ortholog	1	mapped
ARMH4	ARMH4	145407	official_symbol	armh4	141379481	Ortholog	1	mapped
ARNT	ARNT	405	official_symbol	arnt	493634	Ortholog	1	mapped
ASB3	ASB3	51130	official_symbol	asb3	334210	Ortholog	1	mapped
ASH1L	ASH1L	55870	official_symbol	ash1l	563799	Ortholog	1	mapped
ATAT1	ATAT1	79969	official_symbol	atat1	406389	Ortholog	1	mapped
ATRN	ATRN	8455	official_symbol	atrn	794975	Ortholog	1	mapped
AXL	AXL	558	official_symbol				0	no_zebrafish_ortholog
AZU1	AZU1	566	official_symbol				0	no_zebrafish_ortholog
BCL6	BCL6	604	official_symbol	bcl6aa	393707	Ortholog	1	mapped
BCL6B	BCL6B	255877	official_symbol	bcl6b	793278	Ortholog	1	mapped
BCR	BCR	613	official_symbol				0	no_zebrafish_ortholog
BDKRB1	BDKRB1	623	official_symbol				0	no_zebrafish_ortholog
BDKRB2	BDKRB2	624	official_symbol				0	no_zebrafish_ortholog
BIRC2	BIRC2	329	official_symbol	birc2	373107	Ortholog	1	mapped
BIRC3	BIRC3	330	official_symbol				0	no_zebrafish_ortholog
BLNK	BLNK	29760	official_symbol	blnk	405764	Ortholog	1	mapped
BMP2	BMP2	650	official_symbol	bmp2a	30631	Ortholog	1	mapped
BMPR1B	BMPR1B	658	official_symbol				0	no_zebrafish_ortholog
BPGM	BPGM	669	official_symbol	bpgm	436903	Ortholog	1	mapped
BRD4	BRD4	23476	official_symbol				0	no_zebrafish_ortholog
BST1	BST1	683	official_symbol				0	no_zebrafish_ortholog
BTK	BTK	695	official_symbol	btk	568653	Ortholog	1	mapped
C15orf39	PRMT2IP	56905	synonym	prmt2ip	558609	Ortholog	1	mapped
C1QA	C1QA	712	official_symbol	c1qa	553548	Ortholog	1	mapped
C1QTNF4	C1QTNF4	114900	official_symbol	c1qtnf4	550397	Ortholog	1	mapped
C2CD4A	C2CD4A	145741	official_symbol				0	no_zebrafish_ortholog
C2CD4B	C2CD4B	388125	official_symbol				0	no_zebrafish_ortholog
C3	C3	718	official_symbol				0	no_zebrafish_ortholog
C3AR1	C3AR1	719	official_symbol				0	no_zebrafish_ortholog
C4A	C4A	720	official_symbol				0	no_zebrafish_ortholog
C4B	C4B	721	official_symbol				0	no_zebrafish_ortholog
C5	C5	727	official_symbol	c5	565774	Ortholog	1	mapped
C5AR1	C5AR1	728	official_symbol				0	no_zebrafish_ortholog
C5AR2	C5AR2	27202	official_symbol				0	no_zebrafish_ortholog
CALHM2	CALHM2	51063	official_symbol				0	no_zebrafish_ortholog
CAMK1D	CAMK1D	57118	official_symbol	camk1da	100144566	Ortholog	1	mapped
CAMK2N1	CAMK2N1	55450	official_symbol	camk2n1b	100004137	Ortholog	1	mapped
CAMK4	CAMK4	814	official_symbol	camk4	550270	Ortholog	1	mapped
CAMP	CAMP	820	official_symbol				0	no_zebrafish_ortholog
CARD18	CARD18	59082	official_symbol				0	no_zebrafish_ortholog
CARD8	CARD8	22900	official_symbol				0	no_zebrafish_ortholog
CARD9	CARD9	64170	official_symbol	card9	796425	Ortholog	1	mapped
CASP1	CASP1	834	official_symbol				0	no_zebrafish_ortholog
CASP12	CASP12	100506742	official_symbol				0	no_zebrafish_ortholog
CASP3	CASP3	836	official_symbol	casp3b	566604	Ortholog	1	mapped
CASP4	CASP4	837	official_symbol				0	no_zebrafish_ortholog
CASP5	CASP5	838	official_symbol				0	no_zebrafish_ortholog
CASP6	CASP6	839	official_symbol				0	no_zebrafish_ortholog
CASP7	CASP7	840	official_symbol	casp7	553634	Ortholog	1	mapped
CASP8	CASP8	841	official_symbol				0	no_zebrafish_ortholog
CCDC39	CCDC39	339829	official_symbol	ccdc39	100005620	Ortholog	1	mapped
CCDC92	CCDC92	80212	official_symbol	ccdc92	571995	Ortholog	1	mapped
CCL1	CCL1	6346	official_symbol				0	no_zebrafish_ortholog
CCL11	CCL11	6356	official_symbol				0	no_zebrafish_ortholog
CCL13	CCL13	6357	official_symbol				0	no_zebrafish_ortholog
CCL14	CCL14	6358	official_symbol				0	no_zebrafish_ortholog
CCL15	CCL15	6359	official_symbol				0	no_zebrafish_ortholog
CCL16	CCL16	6360	official_symbol				0	no_zebrafish_ortholog
CCL17	CCL17	6361	official_symbol				0	no_zebrafish_ortholog
CCL18	CCL18	6362	official_symbol				0	no_zebrafish_ortholog
CCL19	CCL19	6363	official_symbol	ccl19b	795469	Ortholog	1	mapped
CCL2	CCL2	6347	official_symbol				0	no_zebrafish_ortholog
CCL20	CCL20	6364	official_symbol				0	no_zebrafish_ortholog
CCL21	CCL21	6366	official_symbol				0	no_zebrafish_ortholog
CCL22	CCL22	6367	official_symbol				0	no_zebrafish_ortholog
CCL23	CCL23	6368	official_symbol				0	no_zebrafish_ortholog
CCL24	CCL24	6369	official_symbol				0	no_zebrafish_ortholog
CCL25	CCL25	6370	official_symbol				0	no_zebrafish_ortholog
CCL26	CCL26	10344	official_symbol				0	no_zebrafish_ortholog
CCL27	CCL27	10850	official_symbol				0	no_zebrafish_ortholog
CCL28	CCL28	56477	official_symbol				0	no_zebrafish_ortholog
CCL3	CCL3	6348	official_symbol				0	no_zebrafish_ortholog
CCL3L3	CCL3L3	414062	official_symbol				0	no_zebrafish_ortholog
CCL4	CCL4	6351	official_symbol				0	no_zebrafish_ortholog
CCL4L2	CCL4L2	9560	official_symbol				0	no_zebrafish_ortholog
CCL5	CCL5	6352	official_symbol				0	no_zebrafish_ortholog
CCL7	CCL7	6354	official_symbol				0	no_zebrafish_ortholog
CCL8	CCL8	6355	official_symbol				0	no_zebrafish_ortholog
CCN3	CCN3	4856	official_symbol				0	no_zebrafish_ortholog
CCN4	CCN4	8840	official_symbol	ccn4b	792714	Ortholog	1	mapped
CCR1	CCR1	1230	official_symbol				0	no_zebrafish_ortholog
CCR2	CCR2	729230	official_symbol				0	no_zebrafish_ortholog
CCR3	CCR3	1232	official_symbol				0	no_zebrafish_ortholog
CCR4	CCR4	1233	official_symbol				0	no_zebrafish_ortholog
CCR5	CCR5	1234	official_symbol				0	no_zebrafish_ortholog
CCR7	CCR7	1236	official_symbol	ccr7	565958	Ortholog	1	mapped
CCRL2	CCRL2	9034	official_symbol				0	no_zebrafish_ortholog
CD14	CD14	929	official_symbol				0	no_zebrafish_ortholog
CD163	CD163	9332	official_symbol				0	no_zebrafish_ortholog
CD180	CD180	4064	official_symbol	cd180	101885327	Ortholog	1	mapped
CD200	CD200	4345	official_symbol				0	no_zebrafish_ortholog
CD200R1	CD200R1	131450	official_symbol				0	no_zebrafish_ortholog
CD200R1L	CD200R1L	344807	official_symbol				0	no_zebrafish_ortholog
CD28	CD28	940	official_symbol				0	no_zebrafish_ortholog
CD36	CD36	948	official_symbol	cd36	436636	Ortholog	1	mapped
CD4	CD4	920	official_symbol				0	no_zebrafish_ortholog
CD40	CD40	958	official_symbol				0	no_zebrafish_ortholog
CD40LG	CD40LG	959	official_symbol	cd40lg	793819	Ortholog	1	mapped
CD44	CD44	960	official_symbol				0	no_zebrafish_ortholog
CD47	CD47	961	official_symbol				0	no_zebrafish_ortholog
CD5L	CD5L	922	official_symbol				0	no_zebrafish_ortholog
CD6	CD6	923	official_symbol				0	no_zebrafish_ortholog
CD68	CD68	968	official_symbol				0	no_zebrafish_ortholog
CD69	CD69	969	official_symbol				0	no_zebrafish_ortholog
CDH5	CDH5	1003	official_symbol	cdh5	445471	Ortholog	1	mapped
CDO1	CDO1	1036	official_symbol	cdo1	393714	Ortholog	1	mapped
CEBPA	CEBPA	1050	official_symbol	cebpa	140815	Ortholog	1	mapped
CEBPB	CEBPB	1051	official_symbol	cebpb	140814	Ortholog	1	mapped
CELA1	CELA1	1990	official_symbol				0	no_zebrafish_ortholog
CELF1	CELF1	10658	official_symbol	celf1	58137	Ortholog	1	mapped
CERS6	CERS6	253782	official_symbol	cers6	564867	Ortholog	1	mapped
CFH	CFH	3075	official_symbol	cfh	553297	Ortholog	1	mapped
CHI3L1	CHI3L1	1116	official_symbol				0	no_zebrafish_ortholog
CHIA	CHIA	27159	official_symbol				0	no_zebrafish_ortholog
CHID1	CHID1	66005	official_symbol	chid1	337225	Ortholog	1	mapped
CHRNA7	CHRNA7	1139	official_symbol	chrna7a	394199	Ortholog	1	mapped
CHST1	CHST1	8534	official_symbol	chst1	445124	Ortholog	1	mapped
CHST2	CHST2	9435	official_symbol				0	no_zebrafish_ortholog
CHST4	CHST4	10164	official_symbol				0	no_zebrafish_ortholog
CHUK	CHUK	1147	official_symbol	chuk	393287	Ortholog	1	mapped
CLEC12A	CLEC12A	160364	official_symbol				0	no_zebrafish_ortholog
CLEC7A	CLEC7A	64581	official_symbol				0	no_zebrafish_ortholog
CLOCK	CLOCK	9575	official_symbol	clocka	30140	Ortholog	1	mapped
CLU	CLU	1191	official_symbol	clu	393775	Ortholog	1	mapped
CMA1	CMA1	1215	official_symbol				0	no_zebrafish_ortholog
CMKLR1	CMKLR1	1240	official_symbol				0	no_zebrafish_ortholog
CMKLR2	CMKLR2	2825	official_symbol				0	no_zebrafish_ortholog
CNR2	CNR2	1269	official_symbol				0	no_zebrafish_ortholog
CNTF	CNTF	1270	official_symbol				0	no_zebrafish_ortholog
CPTP	CPTP	80772	official_symbol	cptp	791641	Ortholog	1	mapped
CREB3L3	CREB3L3	84699	official_symbol				0	no_zebrafish_ortholog
CRH	CRH	1392	official_symbol				0	no_zebrafish_ortholog
CRHBP	CRHBP	1393	official_symbol	crhbp	445065	Ortholog	1	mapped
CRP	CRP	1401	official_symbol				0	no_zebrafish_ortholog
CSF1	CSF1	1435	official_symbol				0	no_zebrafish_ortholog
CSF1R	CSF1R	1436	official_symbol				0	no_zebrafish_ortholog
CSNK1A1	CSNK1A1	1452	official_symbol	csnk1a1	192307	Ortholog	1	mapped
CST7	CST7	8530	official_symbol				0	no_zebrafish_ortholog
CTNNBIP1	CTNNBIP1	56998	official_symbol	ctnnbip1	58117	Ortholog	1	mapped
CTSC	CTSC	1075	official_symbol	ctsc	368704	Ortholog	1	mapped
CUEDC2	CUEDC2	79004	official_symbol	cuedc2	334351	Ortholog	1	mapped
CUL1	CUL1	8454	official_symbol	cul1b	406816	Ortholog	1	mapped
CX3CL1	CX3CL1	6376	official_symbol				0	no_zebrafish_ortholog
CX3CR1	CX3CR1	1524	official_symbol				0	no_zebrafish_ortholog
CXCL1	CXCL1	2919	official_symbol				0	no_zebrafish_ortholog
CXCL10	CXCL10	3627	official_symbol				0	no_zebrafish_ortholog
CXCL11	CXCL11	6373	official_symbol				0	no_zebrafish_ortholog
CXCL13	CXCL13	10563	official_symbol	cxcl13	101886937	Ortholog	1	mapped
CXCL17	CXCL17	284340	official_symbol				0	no_zebrafish_ortholog
CXCL2	CXCL2	2920	official_symbol				0	no_zebrafish_ortholog
CXCL3	CXCL3	2921	official_symbol				0	no_zebrafish_ortholog
CXCL5	CXCL5	6374	official_symbol				0	no_zebrafish_ortholog
CXCL6	CXCL6	6372	official_symbol				0	no_zebrafish_ortholog
CXCL8	CXCL8	3576	official_symbol				0	no_zebrafish_ortholog
CXCL9	CXCL9	4283	official_symbol				0	no_zebrafish_ortholog
CXCR2	CXCR2	3579	official_symbol				0	no_zebrafish_ortholog
CXCR3	CXCR3	2833	official_symbol	cxcr3.1	654692	Ortholog	1	mapped
CXCR4	CXCR4	7852	official_symbol				0	no_zebrafish_ortholog
CXCR6	CXCR6	10663	official_symbol				0	no_zebrafish_ortholog
CYBA	CYBA	1535	official_symbol	cyba	393551	Ortholog	1	mapped
CYBB	CYBB	1536	official_symbol	cybb	393386	Ortholog	1	mapped
CYLD	CYLD	1540	official_symbol	cyld	556823	Ortholog	1	mapped
CYP19A1	CYP19A1	1588	official_symbol	cyp19a1a	30390	Ortholog	1	mapped
CYSLTR1	CYSLTR1	10800	official_symbol	cysltr1	553675	Ortholog	1	mapped
DAB2IP	DAB2IP	153090	official_symbol				0	no_zebrafish_ortholog
DAGLA	DAGLA	747	official_symbol	dagla	569398	Ortholog	1	mapped
DAGLB	DAGLB	221955	official_symbol	daglb	565287	Ortholog	1	mapped
DDT	DDT	1652	official_symbol	ddt	415237	Ortholog	1	mapped
DDX3X	DDX3X	1654	official_symbol	ddx3xa	566947	Ortholog	1	mapped
DEFB114	DEFB114	245928	official_symbol				0	no_zebrafish_ortholog
DHX33	DHX33	56919	official_symbol	dhx33	796505	Ortholog	1	mapped
DHX9	DHX9	1660	official_symbol	dhx9	568043	Ortholog	1	mapped
DNASE1	DNASE1	1773	official_symbol				0	no_zebrafish_ortholog
DNASE1L3	DNASE1L3	1776	official_symbol				0	no_zebrafish_ortholog
DPEP1	DPEP1	1800	official_symbol	dpep1	768195	Ortholog	1	mapped
DPP9	DPP9	91039	official_symbol	dpp9	768170	Ortholog	1	mapped
DROSHA	DROSHA	29102	official_symbol	drosha	567505	Ortholog	1	mapped
DUOXA1	DUOXA1	90527	official_symbol				0	no_zebrafish_ortholog
DUOXA2	DUOXA2	405753	official_symbol				0	no_zebrafish_ortholog
DUSP10	DUSP10	11221	official_symbol	dusp10	100034609	Ortholog	1	mapped
ECM1	ECM1	1893	official_symbol	ecm1b	100332249	Ortholog	1	mapped
EDNRB	EDNRB	1910	official_symbol				0	no_zebrafish_ortholog
EIF2AK1	EIF2AK1	27102	official_symbol	eif2ak1	565338	Ortholog	1	mapped
EIF2AK2	EIF2AK2	5610	official_symbol	eif2ak2	100001092	Ortholog	1	mapped
ELANE	ELANE	1991	official_symbol				0	no_zebrafish_ortholog
ELF3	ELF3	1999	official_symbol	elf3	560869	Ortholog	1	mapped
ELF4	ELF4	2000	official_symbol				0	no_zebrafish_ortholog
ELP6	ELP6	54859	official_symbol	elp6	751679	Ortholog	1	mapped
ENPP3	ENPP3	5169	official_symbol				0	no_zebrafish_ortholog
EPHA2	EPHA2	1969	official_symbol	epha2b	568718	Ortholog	1	mapped
EPHB2	EPHB2	2048	official_symbol				0	no_zebrafish_ortholog
EPO	EPO	2056	official_symbol	epoa	100004455	Ortholog	1	mapped
ESR1	ESR1	2099	official_symbol	esr1	259252	Ortholog	1	mapped
ETS1	ETS1	2113	official_symbol	ets1	280651	Ortholog	1	mapped
EXT1	EXT1	2131	official_symbol				0	no_zebrafish_ortholog
F11R	F11R	50848	official_symbol				0	no_zebrafish_ortholog
F12	F12	2161	official_symbol				0	no_zebrafish_ortholog
F2	F2	2147	official_symbol	f2	325881	Ortholog	1	mapped
F2R	F2R	2149	official_symbol				0	no_zebrafish_ortholog
F2RL1	F2RL1	2150	official_symbol				0	no_zebrafish_ortholog
F3	F3	2152	official_symbol				0	no_zebrafish_ortholog
F7	F7	2155	official_symbol	f7l	100038778	Ortholog	1	mapped
F8	F8	2157	official_symbol				0	no_zebrafish_ortholog
FABP4	FABP4	2167	official_symbol				0	no_zebrafish_ortholog
FADS2	FADS2	9415	official_symbol	fads2	140615	Ortholog	1	mapped
FAM114A1	FAM114A1	92689	official_symbol	fam114a1	560911	Ortholog	1	mapped
FAM210B	MIMS2	116151	synonym	mims2	619270	Ortholog	1	mapped
FAM3C	FAM3C	10447	official_symbol	fam3c	334205	Ortholog	1	mapped
FAM76B	FAM76B	143684	official_symbol	fam76b	335015	Ortholog	1	mapped
FANCA	FANCA	2175	official_symbol	fanca	692125	Ortholog	1	mapped
FANCD2	FANCD2	2177	official_symbol	fancd2	394241	Ortholog	1	mapped
FBXL2	FBXL2	25827	official_symbol	fbxl2	378737	Ortholog	1	mapped
FBXO3	FBXO3	26273	official_symbol	fbxo3	553731	Ortholog	1	mapped
FCER1A	FCER1A	2205	official_symbol				0	no_zebrafish_ortholog
FCER1G	FCER1G	2207	official_symbol				0	no_zebrafish_ortholog
FCGR1A	FCGR1A	2209	official_symbol				0	no_zebrafish_ortholog
FCGR1BP	FCGR1BP	2210	official_symbol				0	no_zebrafish_ortholog
FCGR2A	FCGR2A	2212	official_symbol				0	no_zebrafish_ortholog
FCGR2B	FCGR2B	2213	official_symbol				0	no_zebrafish_ortholog
FCGR2C	FCGR2C	9103	official_symbol				0	no_zebrafish_ortholog
FCGR3A	FCGR3A	2214	official_symbol				0	no_zebrafish_ortholog
FCGR3B	FCGR3B	2215	official_symbol				0	no_zebrafish_ortholog
FCHSD1	FCHSD1	89848	official_symbol				0	no_zebrafish_ortholog
FEM1A	FEM1A	55527	official_symbol				0	no_zebrafish_ortholog
FFAR2	FFAR2	2867	official_symbol				0	no_zebrafish_ortholog
FFAR4	FFAR4	338557	official_symbol				0	no_zebrafish_ortholog
FGR	FGR	2268	official_symbol				0	no_zebrafish_ortholog
FN1	FN1	2335	official_symbol				0	no_zebrafish_ortholog
FNDC4	FNDC4	64838	official_symbol				0	no_zebrafish_ortholog
FOLR2	FOLR2	2350	official_symbol	folr	100073336	Ortholog	1	mapped
FOSL1	FOSL1	8061	official_symbol	fosl1a	564241	Ortholog	1	mapped
FOSL2	FOSL2	2355	official_symbol	fosl2	558921	Ortholog	1	mapped
FOXF1	FOXF1	2294	official_symbol	foxf1	566407	Ortholog	1	mapped
FOXP1	FOXP1	27086	official_symbol	foxp1b	569047	Ortholog	1	mapped
FOXP3	FOXP3	50943	official_symbol	foxp3b	101886699	Ortholog	1	mapped
FPR1	FPR1	2357	official_symbol				0	no_zebrafish_ortholog
FPR2	FPR2	2358	official_symbol				0	no_zebrafish_ortholog
FPR3	FPR3	2359	official_symbol				0	no_zebrafish_ortholog
FURIN	FURIN	5045	official_symbol	furinb	566591	Ortholog	1	mapped
FUT4	FUT4	2526	official_symbol				0	no_zebrafish_ortholog
FYN	FYN	2534	official_symbol	fynb	574422	Ortholog	1	mapped
GATA3	GATA3	2625	official_symbol	gata3	30458	Ortholog	1	mapped
GBA1	GBA1	2629	official_symbol	gba1	559072	Ortholog	1	mapped
GBP1	GBP1	2633	official_symbol				0	no_zebrafish_ortholog
GBP2	GBP2	2634	official_symbol				0	no_zebrafish_ortholog
GBP3	GBP3	2635	official_symbol				0	no_zebrafish_ortholog
GBP5	GBP5	115362	official_symbol				0	no_zebrafish_ortholog
GGT1	GGT1	2678	official_symbol	ggt1a	393387	Ortholog	1	mapped
GGT2P	GGT2P	728441	official_symbol				0	no_zebrafish_ortholog
GGT3P	GGT3P	2679	official_symbol				0	no_zebrafish_ortholog
GGT5	GGT5	2687	official_symbol				0	no_zebrafish_ortholog
GIT1	GIT1	28964	official_symbol	git1	568935	Ortholog	1	mapped
GKN2	GKN2	200504	official_symbol				0	no_zebrafish_ortholog
GNA14	GNA14	9630	official_symbol				0	no_zebrafish_ortholog
GNAT2	GNAT2	2780	official_symbol				0	no_zebrafish_ortholog
GPER1	GPER1	2852	official_symbol	gper1	565271	Ortholog	1	mapped
GPR141	GPR141	353345	official_symbol				0	no_zebrafish_ortholog
GPR17	GPR17	2840	official_symbol	gpr17	100331841	Ortholog	1	mapped
GPR31	GPR31	2853	official_symbol				0	no_zebrafish_ortholog
GPR32	GPR32	2854	official_symbol				0	no_zebrafish_ortholog
GPR32P1	GPR32P1	2855	official_symbol				0	no_zebrafish_ortholog
GPR33	GPR33	2856	official_symbol				0	no_zebrafish_ortholog
GPR4	GPR4	2828	official_symbol	gpr4	563762	Ortholog	1	mapped
GPR68	GPR68	8111	official_symbol				0	no_zebrafish_ortholog
GPS2	GPS2	2874	official_symbol	gps2	393948	Ortholog	1	mapped
GPSM3	GPSM3	63940	official_symbol				0	no_zebrafish_ortholog
GRN	GRN	2896	official_symbol				0	no_zebrafish_ortholog
GSDMA	GSDMA	284110	official_symbol				0	no_zebrafish_ortholog
GSDMB	GSDMB	55876	official_symbol				0	no_zebrafish_ortholog
GSDMC	GSDMC	56169	official_symbol				0	no_zebrafish_ortholog
GSDMD	GSDMD	79792	official_symbol				0	no_zebrafish_ortholog
GSDME	GSDME	1687	official_symbol				0	no_zebrafish_ortholog
GUSB	GUSB	2990	official_symbol	gusb	571441	Ortholog	1	mapped
GZMA	GZMA	3001	official_symbol				0	no_zebrafish_ortholog
GZMB	GZMB	3002	official_symbol				0	no_zebrafish_ortholog
GZMK	GZMK	3003	official_symbol				0	no_zebrafish_ortholog
H2BC1	H2BC1	255626	official_symbol				0	no_zebrafish_ortholog
HAVCR2	HAVCR2	84868	official_symbol				0	no_zebrafish_ortholog
HBA1	HBA1	3039	official_symbol				0	no_zebrafish_ortholog
HBA2	HBA2	3040	official_symbol				0	no_zebrafish_ortholog
HBB	HBB	3043	official_symbol				0	no_zebrafish_ortholog
HCK	HCK	3055	official_symbol	hck	101885596	Ortholog	1	mapped
HDAC4	HDAC4	9759	official_symbol	hdac4	568877	Ortholog	1	mapped
HGF	HGF	3082	official_symbol				0	no_zebrafish_ortholog
HIF1A	HIF1A	3091	official_symbol	hif1aa	797150	Ortholog	1	mapped
HLA-E	HLA-E	3133	official_symbol				0	no_zebrafish_ortholog
HMGB2	HMGB2	3148	official_symbol	hmgb2a	641484	Ortholog	1	mapped
HMOX1	HMOX1	3162	official_symbol	hmox1a	791518	Ortholog	1	mapped
HNRNPA0	HNRNPA0	10949	official_symbol	hnrnpa0a	323529	Ortholog	1	mapped
HP	HP	3240	official_symbol				0	no_zebrafish_ortholog
HPSE	HPSE	10855	official_symbol	hpse	563020	Ortholog	1	mapped
HRH1	HRH1	3269	official_symbol	hrh1	735302	Ortholog	1	mapped
HRH4	HRH4	59340	official_symbol				0	no_zebrafish_ortholog
HSPA12A	HSPA12A	259217	official_symbol				0	no_zebrafish_ortholog
HSPA8	HSPA8	3312	official_symbol				0	no_zebrafish_ortholog
HTR2A	HTR2A	3356	official_symbol				0	no_zebrafish_ortholog
HYAL1	HYAL1	3373	official_symbol				0	no_zebrafish_ortholog
HYAL2	HYAL2	8692	official_symbol	hyal2a	567869	Ortholog	1	mapped
HYAL3	HYAL3	8372	official_symbol				0	no_zebrafish_ortholog
IDO1	IDO1	3620	official_symbol				0	no_zebrafish_ortholog
IER3	IER3	8870	official_symbol	ier3	568780	Ortholog	1	mapped
IFI16	IFI16	3428	official_symbol				0	no_zebrafish_ortholog
IFI27	IFI27	3429	official_symbol				0	no_zebrafish_ortholog
IFI35	IFI35	3430	official_symbol	ifi35	559610	Ortholog	1	mapped
IFNA2	IFNA2	3440	official_symbol				0	no_zebrafish_ortholog
IFNG	IFNG	3458	official_symbol				0	no_zebrafish_ortholog
IFNGR1	IFNGR1	3459	official_symbol	ifngr1l	794493	Ortholog	1	mapped
IFNGR2	IFNGR2	3460	official_symbol				0	no_zebrafish_ortholog
IGHE	IGHE	3497	official_symbol				0	no_zebrafish_ortholog
IGHG1	IGHG1	3500	official_symbol				0	no_zebrafish_ortholog
IKBKB	IKBKB	3551	official_symbol	ikbkb	563560	Ortholog	1	mapped
IKBKG	IKBKG	8517	official_symbol	ikbkg	541530	Ortholog	1	mapped
IL10	IL10	3586	official_symbol	il10	553957	Ortholog	1	mapped
IL10RA	IL10RA	3587	official_symbol				0	no_zebrafish_ortholog
IL10RB	IL10RB	3588	official_symbol				0	no_zebrafish_ortholog
IL13	IL13	3596	official_symbol				0	no_zebrafish_ortholog
IL13RA2	IL13RA2	3598	official_symbol	il13ra2	368326	Ortholog	1	mapped
IL15	IL15	3600	official_symbol				0	no_zebrafish_ortholog
IL16	IL16	3603	official_symbol	il16	100534674	Ortholog	1	mapped
IL17A	IL17A	3605	official_symbol				0	no_zebrafish_ortholog
IL17B	IL17B	27190	official_symbol				0	no_zebrafish_ortholog
IL17C	IL17C	27189	official_symbol	il17c	553960	Ortholog	1	mapped
IL17D	IL17D	53342	official_symbol	il17d	553961	Ortholog	1	mapped
IL17F	IL17F	112744	official_symbol				0	no_zebrafish_ortholog
IL17RA	IL17RA	23765	official_symbol	il17ra1a	561494	Ortholog	1	mapped
IL17RB	IL17RB	55540	official_symbol	il17rb	101886252	Ortholog	1	mapped
IL17RC	IL17RC	84818	official_symbol				0	no_zebrafish_ortholog
IL17RE	IL17RE	132014	official_symbol	il17re	110440027	Ortholog	1	mapped
IL18	IL18	3606	official_symbol				0	no_zebrafish_ortholog
IL18R1	IL18R1	8809	official_symbol				0	no_zebrafish_ortholog
IL18RAP	IL18RAP	8807	official_symbol				0	no_zebrafish_ortholog
IL1A	IL1A	3552	official_symbol				0	no_zebrafish_ortholog
IL1F10	IL1F10	84639	official_symbol				0	no_zebrafish_ortholog
IL1R1	IL1R1	3554	official_symbol				0	no_zebrafish_ortholog
IL1R2	IL1R2	7850	official_symbol				0	no_zebrafish_ortholog
IL1RAP	IL1RAP	3556	official_symbol	il1rap	100331351	Ortholog	1	mapped
IL1RL1	IL33R	9173	synonym				0	no_zebrafish_ortholog
IL1RL2	IL36R	8808	synonym				0	no_zebrafish_ortholog
IL1RN	IL1RN	3557	official_symbol				0	no_zebrafish_ortholog
IL2	IL2	3558	official_symbol				0	no_zebrafish_ortholog
IL20	IL20	50604	official_symbol	il20	100004224	Ortholog	1	mapped
IL20RA	IL20RA	53832	official_symbol				0	no_zebrafish_ortholog
IL20RB	IL20RB	53833	official_symbol	il20rb	100174902	Ortholog	1	mapped
IL21	IL21	59067	official_symbol	il21	100150203	Ortholog	1	mapped
IL22	IL22	50616	official_symbol				0	no_zebrafish_ortholog
IL22RA1	IL22RA1	58985	official_symbol				0	no_zebrafish_ortholog
IL22RA2	IL22RA2	116379	official_symbol				0	no_zebrafish_ortholog
IL23A	IL23A	51561	official_symbol				0	no_zebrafish_ortholog
IL23R	IL23R	149233	official_symbol				0	no_zebrafish_ortholog
IL25	IL25	64806	official_symbol				0	no_zebrafish_ortholog
IL26	IL26	55801	official_symbol				0	no_zebrafish_ortholog
IL27	IL27	246778	official_symbol				0	no_zebrafish_ortholog
IL2RA	IL2RA	3559	official_symbol				0	no_zebrafish_ortholog
IL31RA	IL31RA	133396	official_symbol				0	no_zebrafish_ortholog
IL33	IL33	90865	official_symbol				0	no_zebrafish_ortholog
IL34	IL34	146433	official_symbol	il34	560193	Ortholog	1	mapped
IL36A	IL36A	27179	official_symbol				0	no_zebrafish_ortholog
IL36B	IL36B	27177	official_symbol				0	no_zebrafish_ortholog
IL36G	IL36G	56300	official_symbol				0	no_zebrafish_ortholog
IL36RN	IL36RN	26525	official_symbol				0	no_zebrafish_ortholog
IL37	IL37	27178	official_symbol				0	no_zebrafish_ortholog
IL4	IL4	3565	official_symbol				0	no_zebrafish_ortholog
IL4R	IL4R	3566	official_symbol				0	no_zebrafish_ortholog
IL5	IL5	3567	official_symbol				0	no_zebrafish_ortholog
IL5RA	IL5RA	3568	official_symbol				0	no_zebrafish_ortholog
IL6	IL6	3569	official_symbol				0	no_zebrafish_ortholog
IL6R	IL6R	3570	official_symbol	il6r	100135755	Ortholog	1	mapped
IL6ST	IL6ST	3572	official_symbol	il6st	100006778	Ortholog	1	mapped
IL9	IL9	3578	official_symbol				0	no_zebrafish_ortholog
IRAK2	IRAK2	3656	official_symbol				0	no_zebrafish_ortholog
IRAK4	IRAK4	51135	official_symbol	irak4	393132	Ortholog	1	mapped
IRF3	IRF3	3661	official_symbol				0	no_zebrafish_ortholog
IRGM	IRGM	345611	official_symbol				0	no_zebrafish_ortholog
ISL1	ISL1	3670	official_symbol	isl1a	30147	Ortholog	1	mapped
ITCH	ITCH	83737	official_symbol				0	no_zebrafish_ortholog
ITGAL	ITGAL	3683	official_symbol				0	no_zebrafish_ortholog
